JOB;EYE;TIMESTAMP;LMMEASDONE;POLAR;TINT;CRIB;LTYPE;LDVEN;LNAME;ENGLOC;LIND;SBOCIN;SBOCUP;FCOCIN;FCOCUP;ERDRIN;ERDRUP;ERNRIN;ERNRUP;BEROCIN;BEROCUP;BEROCA;CTHICK;LDDRSPH;LDDRCYL;LDDRAX;LDNRSPH;LDNRCYL;LDNRAX;LDPRSPH;LDPRCYL;LDPRAX;LDPRVH;LDPRVV;LDADD;INSDRSPH;INSDRCYL;INSDRAX;INSDRPRVH;INSDRPRVV;INSNRSPH;INSNRCYL;INSNRAX;INSNRPRVH;INSNRPRVV;INSPRSPH;INSPRCYL;INSPRAX;INSPRVH;INSPRVV;INSADD;INSCTHK;POS34VALID;POS34X;POS34Y;POS34T;TPERR34X;TPERR34Y;TPERR34T;POS34MANU;POSPEVALID;POSPEX;POSPEY;POSPET;TPERRPEX;TPERRPEY;TPERRPET;PEDIST;POSPEID;DBPVALID;DBPX;DBPY;DBPT;DBPFE;DBPSE;CCPOSPRPX;CCPOSPRPY;CCPOSPRPZ;CCPOSPRPT;CCPOSPRPP;CCPOSDRPX;CCPOSDRPY;CCPOSDRPZ;CCPOSDRPT;CCPOSDRPP;CCPOSNRPX;CCPOSNRPY;CCPOSNRPZ;CCPOSNRPT;CCPOSNRPP;CCPOSDBPPRPX;CCPOSDBPPRPY;CCPOSDBPPRPZ;CCPOSDBPPRPT;CCPOSDBPPRPP;CCPOSDBPDRPX;CCPOSDBPDRPY;CCPOSDBPDRPZ;CCPOSDBPDRPT;CCPOSDBPDRPP;CCPOSDBPNRPX;CCPOSDBPNRPY;CCPOSDBPNRPZ;CCPOSDBPNRPT;CCPOSDBPNRPP;LFRAMEORX;LFRAMEORY;LFRAMEORZ;LFRAMEXX;LFRAMEXY;LFRAMEXZ;LFRAMEYX;LFRAMEYY;LFRAMEYZ;LFRAMEZX;LFRAMEZY;LFRAMEZZ;LFRAMEDBPORX;LFRAMEDBPORY;LFRAMEDBPORZ;LFRAMEDBPXX;LFRAMEDBPXY;LFRAMEDBPXZ;LFRAMEDBPYX;LFRAMEDBPYY;LFRAMEDBPYZ;LFRAMEDBPZX;LFRAMEDBPZY;LFRAMEDBPZZ;LMFOALDDRSEQ;LMFOALDDRCYL;LMFOALDDRAX;LMFOALDNRSEQ;LMFOALDNRCYL;LMFOALDNRAX;INSGMC;INSAV;INSGMCDBP;INSAVDBP;INSEMDRSEQ;INSEMDRCYL;INSEMNRSEQ;INSEMNRCYL
4413464;L;2018-11-20_05.38.07;True;False;;61.1;PR FF;SHAMIR;2;F;1.586;2.0662;1.5277;2.1157;1.5803;0;10;2.3;-9.5;0;0;NaN;1.93;-0.5;-0.5;105;1.75;-0.5;105;NaN;NaN;NaN;0;-0.6831;2.25;-0.4823;-0.4635;109.649;0.1479;-0.2902;1.7542;-0.4441;107.258;-0.0669;0.3156;0.246;-0.7176;119.534;-0.0283;-0.6163;2.2462;1.89;True;-0.0223632717683279;0.132386112596471;359.946924800394;-0.000361931127972642;-5.89525810213828E-18;0;0;True;2.14747003640154;-1.59878755336969;269.733559184099;8.18726996957444E-18;0.00952126133225609;0;35.5213;0;True;-0.0053546024812765;-0.152096795016514;-0.573303294780251;0.0564504092359096;0.0423421430253171;-0.0291654727539585;0.194922866754502;4.38804042767521;1.42686105974588;236.66920789301;-0.0203098129288694;10.041421224062;4.18598705884273;3.65566928447338;99.5659662802591;-2.29629220639319;-9.18631222652745;3.85032607374211;4.79492996441638;247.006926528878;-0.0254695931162384;0.346090541445531;4.38935434482244;1.36610474885534;235.408054745148;-0.114957076810752;10.1923964644743;4.17431835601508;3.73069473774597;99.9871546340755;-2.19871871313328;-9.05755806473134;3.86390835887511;4.72660424991447;247.192051024179;-0.0560510008784172;0.154131313331114;6.31747119557718;0.999905513840692;-0.00122083919451488;0.0136920759070037;0.0010956810961304;0.999957586127708;0.00914469401249471;-0.0137026593739171;-0.00912882781674133;0.999864441626351;-0.0520634572078267;0.307607587509476;6.31883774222075;0.999866971376269;0.00878650551188058;0.013741792886591;-0.00889465718633834;0.999929792991298;0.00782905881426912;-0.0136720380479938;-0.00795024586220184;0.999874926661502;-0.667818138989429;0.456405039858207;20.2962180224435;-0.594720123241304;0.486100120296855;25.438151074877;0.027;0.04;0.029;0.033;0.025;-0.02;0.061;-0.005
4413464;R;2018-11-20_05.38.07;False;False;;61.1;;SHAMIR;2;B;1.586;NaN;NaN;3.6157;1.5803;NaN;NaN;NaN;NaN;0;0;NaN;NaN;-0.25;-1;70;2;-1;70;NaN;NaN;NaN;0.0001;-0.7043;2.25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;False;0;0;0;0;0;0;0;False;0;0;0;0;0;0;34;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
4415387;L;2018-11-19_19.18.06;True;True;;72.6;PR FF;SHAMIR;125;F;1.586;7.226;0.6683;7.8749;0.7007;0;10;2.5429;-12;0;0;NaN;2.67;-0.3983;-0.9335;88.432;1.9495;-0.9335;88.432;NaN;NaN;NaN;-0.4799;-0.7656;2.3478;-0.3979;-0.9313;88.273;-0.4313;-0.3256;1.9897;-1.1679;95.073;-0.7133;1.0513;0.1408;-1.092;102.088;-0.4783;-0.3604;2.2693;2.644;True;-0.0367192755844097;0.138625145019751;0.0404405071154315;0.00236145506680524;-1.7358849379197E-17;0;0;True;8.15826766022086;-0.668048329563694;269.813211149773;2.84750248466627E-17;0.0359523015575856;0;43.7425;0;True;0.891014166055202;-0.199696306954449;0.880918249202299;0.0766782834063403;0.0415012729990543;-0.0681260311726253;0.202008715983276;3.5146254685543;6.4479657832466;176.135954907013;0.007723373800242;9.79357615878748;2.70233472565042;11.3170203609325;124.320422372458;-2.37835778484571;-11.3883405085568;2.31442338757995;12.3055730295984;225.175571968459;-0.950550696655095;0.413072078255755;3.41079571921262;7.28380902913013;175.000588525757;-0.724706139452114;10.0033423690215;2.58325519564767;11.8838514201822;126.503212500153;-3.43801537420883;-11.1384558726065;2.1928847813063;12.8536674658032;221.380064673934;-0.365859443018084;0.22214125969173;6.16077279967845;0.99450017980798;0.000871357031519891;0.104731242228951;0.00128256692710566;0.999789089803746;-0.0204970956838924;-0.104727013630548;0.0205186901706899;0.994289312006172;-1.28622567639874;0.442468733147779;6.05286644839629;0.99277244484058;-0.0143210192650198;0.119154442520908;0.0170616158044787;0.999612109452893;-0.0220120853459641;-0.118792988140705;0.0238859591046409;0.992631697522426;-0.63522476280919;0.885463952987594;2.15989479792248;-0.611052796831921;0.827757467435438;1.77393033566258;0.221;0.024;0.107;0.022;0.023;0.022;0.025;-0.019
4415387;R;2018-11-19_19.18.06;True;True;;72.6;PR FF;SHAMIR;125;F;1.586;4.0114;0.6611;4.3749;0.7007;0;10;2.6143;-12;0;0;NaN;2.82;0.0812;-1.0961;98.264;2.4015;-1.0961;98.264;NaN;NaN;NaN;0.4796;-0.7656;2.3202;0.066;-1.1044;99.003;0.6632;-1.2131;2.4264;-1.2742;92.521;0.2842;0.9923;0.3643;-0.9475;94.577;0.5281;-0.8699;2.2755;2.739;True;0.0722122736653339;0.0989116687801062;0.045112157047401;-0.0110071375326712;-1.53529720080245E-17;0;0;True;-4.31418865064144;-0.757218930486856;89.7968489675881;2.84683550232299E-17;0.0366504209939139;0;43.7367;0;True;0.821799094678054;0.0582217221058625;0.576413015711781;0.0497506991464089;0.0413716038999463;-0.00115742141279528;0.153006815906432;3.50526829481021;4.9944890598432;354.267106104665;-0.052095635144437;9.75642324773352;2.88258106802846;9.45203139095348;57.6579058291463;2.41189605000053;-11.425683784251;2.22010423644474;11.5624588018308;307.60508282891;-0.815662121294678;0.103903752734583;3.56406190684481;4.24952742510001;352.582104802185;-0.769090901025002;9.70675704276596;2.94266599359122;9.06178559820836;61.068968787638;1.48012050504061;-11.4999538067799;2.31073467672877;11.119893728266;303.924076160946;0.242948006949936;0.128487421736349;6.31895517169215;0.996908987160621;-0.00021313664103729;-0.0785647878579001;-0.000148290123448184;0.999989434220741;-0.00459450290259957;0.07856493701661;0.0045919516172272;0.996898422434262;-0.60858549263282;0.0769332096668851;6.38085097692738;0.997796987323063;-0.0104819618292026;-0.0655080190910233;0.010210145854291;0.999937826916206;-0.00448276964935894;0.0655509344758169;0.00380404762144859;0.997841973566477;-0.387654559263633;1.03724094729435;7.68706362296501;-0.444026652563678;1.07544473618175;9.08377440376202;0.156;-0.002;0.046;-0.002;-0.012;0.016;0.022;0.013
4421362;L;2018-11-20_05.35.30;True;False;540;59.2;NV;ESSILOR;BB5540;F;1.586;8.5;0;8.7;0.9;0;9;0;-9;0;0.036;NaN;2.1;1.5;-1;40;1.5;-1;40;NaN;NaN;NaN;0;-1;1.52;NaN;NaN;NaN;NaN;NaN;1.5635;-1.0349;41.637;0.5189;-0.3933;1.0368;-1.0499;40.855;0.0796;-1.0841;NaN;2.154;True;-0.0441934615150712;0.0481414641055263;0.0599788172283716;0.0200775170986811;-8.72152862494836E-18;0;0;False;999.9;999.9;999.9;9.76243730078648E-18;0.0193041772642852;0;32.7544;20060;True;-0.0616106631697448;-0.74187798876578;-1.20447036122151;0.0476240848036768;0.0128778059967263;-0.0806034156869596;0.0961186937609848;3.99835841341809;3.42982127036456;192.856873757429;-0.0590008904014323;8.9586477576393;3.81676227184693;4.98742613133769;140.087867111795;-0.0692391326939973;-8.76636122612334;3.59930192361026;5.185242045542;236.174842490862;-0.0366568725958326;0.833577588848275;3.99602805671481;3.32922038226794;187.183233279907;-0.197589568425805;9.69506433585234;3.75004518250705;5.24052652762788;137.553469770178;0.157229971065185;-8.02750598061859;3.66138261609257;4.8255710432984;234.93301351281;-0.203758154999113;0.0680037509169427;6.10653122702314;0.998288883390215;0.00060925476263029;0.0584716521756625;-0.000414158808198192;0.999994307488065;-0.00334865106376085;-0.0584733595066937;0.00331870458152683;0.998283452947058;-0.158315361666277;0.818238061300162;6.10443837579874;0.998089092806208;0.0215963769085955;0.0578943807782935;-0.0210168831650998;0.99972292859615;-0.0105998425064583;-0.0581072580948774;0.00936282775442645;0.998266439390375;-0.122040649447288;0.2716348427374;172.603881135074;-0.122040649447288;0.2716348427374;172.603881135074;0.058;0.047;0.048;0.017;-0.008;0.002;0.054;0.003
4421362;R;2018-11-20_05.35.30;True;False;540;59.2;NV;ESSILOR;BB5540;F;1.586;7.5;0;7.7;0.9;0;9;0;-9;0;0.036;NaN;2.1;1.5;-0.5;125;1.5;-0.5;125;NaN;NaN;NaN;0;-1;1.52;NaN;NaN;NaN;NaN;NaN;1.5597;-0.4849;127.171;-0.2814;-0.0111;1.0612;-0.5557;126.128;-0.0686;-1.0496;NaN;2.125;True;-0.0470280837473562;-0.112282163556793;0.0343837901261679;-0.0185789535823693;-1.6171609025368E-18;0;0;False;999.9;999.9;999.9;8.72198315862872E-18;0.0160061564686685;0;32.7468;20060;True;0.0990138170318762;-1.05406902251996;-1.66231209652605;0.0486792445672361;0.0104153636119545;-0.061608453516382;-0.0506954386371401;4.00221224548551;3.16081547084451;348.876325590712;-0.0845372425447541;8.82624937806865;3.82431051439363;4.50139657934516;41.714970930197;-0.067299913775909;-8.93129594802649;3.65392045708211;4.75669019979844;307.121518291535;-0.191442920614339;0.992223595033535;3.99821971342897;3.07109589316616;357.768072239043;-0.475359226351138;9.86596186755067;3.75811360390657;4.751800356441;47.3095111341968;0.0637416564822721;-7.88416203879337;3.71218010248452;4.41911470480675;311.5534979152;0.0514261439750794;-0.072923759027534;6.08873516555838;0.998531227208462;0.000513968322204799;-0.0541767858600667;-0.000835211045248535;0.999982204416573;-0.00590705279154125;0.0541727857145416;0.00594362572306924;0.998513887034722;-0.0795951411071952;0.98786140940831;6.08493698379425;0.998131250601401;0.0294778387726873;-0.0535262888137628;-0.0302087023143835;0.999460408037551;-0.0128967852542094;0.0531172371021296;0.0144896441192904;0.998483154257463;0.119431741488391;0.717909219731905;161.890276702543;0.119431741488391;0.717909219731905;161.890276702543;0.026;0.066;0.032;0.023;-0.014;-0.024;0.044;0.019
4447586;L;2018-11-19_17.20.03;True;True;;72.6;PR FF;SHAMIR;125;F;1.586;6.6232;-4.7476;7.3749;-5.2993;0;10;2.6571;-12;0;0;NaN;4.88;0.8254;-0.2974;103.766;3.0754;-0.2974;103.766;NaN;NaN;NaN;-0.7449;0.1392;2.25;0.831;-0.2539;99.443;-0.6051;-1.315;3.2485;-0.6649;110.792;-0.5165;2.5554;1.2817;-0.4499;127.835;-0.6776;-0.1321;2.212;4.833;True;-0.0686238940449807;-0.0135194115091275;0.024774803645301;0.046375857132459;-3.60346868414767E-17;0;0;False;999.9;999.9;999.9;3.98954422537838E-17;0.0269769012940079;0;44.1873;20060;True;-0.267983673186978;-0.443487275017596;1.32391898876352;0.0443415748157218;0.0296859340063313;0.246993437924975;0.269848066652017;1.04523484640953;8.58066132705046;221.322722551377;0.228851752017597;9.63094709008307;1.32733250624375;6.73246143576234;160.709155320064;-2.04796137292136;-10.9094631348459;-1.24367020096452;16.2983587572524;238.462964541472;0.512904348280085;0.685982683628439;1.11095057814993;8.10277800405642;220.278814784793;0.719282051184363;10.0514557149303;1.34692284673343;6.47197805730228;155.831425435568;-2.0539239295711;-10.4393562278111;-1.1043746965899;15.8488699982634;237.759727355215;-0.300725765750297;-0.211718375551252;5.87668614452076;0.995176399369199;-0.00195558758590341;0.0980821584986271;-0.00783420673075597;0.995023937131402;0.0993276886896299;-0.0977883395065881;-0.0996169674940876;0.990209018563165;-0.0127900282443449;0.240485847354329;5.94899586881729;0.995507964430837;-0.0248226899050552;0.091365895281813;0.0161512977519295;0.995398361393782;0.0944523039184406;-0.0932900227017781;-0.0925523430305815;0.991327915204576;0.927892369923643;0.315330596527016;37.5267018077785;0.926407750262424;0.339915093533736;40.9102645750827;0.054;0.031;0.031;0.011;0;-0.026;0;0
4447586;R;2018-11-19_17.20.03;False;False;;72.6;;SHAMIR;125;B;1.586;NaN;NaN;7.3749;-5.2993;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0.8412;0;90;3.0948;0;90;NaN;NaN;NaN;0.7447;0.1392;2.2536;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;False;0;0;0;0;0;0;0;False;0;0;0;0;0;0;34;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
4452278;L;2018-11-20_03.29.07;True;True;;68.9;PR FF;SHAMIR;125;F;1.586;7.9821;-4.0131;8.6595;-4.3805;0;10;2.4;-12;0;0;NaN;2.2;-1.3623;-0.25;0;0.4343;-0.25;0;NaN;NaN;NaN;-0.1915;-1.1;1.7965;-1.3559;-0.2638;173.151;-0.3022;0.0456;-0.1062;-0.4848;30.675;-0.3648;-1.539;-0.9884;-0.3258;174.706;-0.2951;-1.1798;1.1392;2.166;True;-0.0713905111382125;-0.00652459432483387;359.995119671361;-0.0123455061087611;-1.23366119976136E-17;0;0;True;8.79809492573919;4.5338292370352;270.404403258286;2.69525072030579E-17;0.0307104941655701;0;41.8947;0;True;-0.637679252092406;-0.204119167678079;-0.667430947442048;0.0729553909529193;0.0242145122317173;-0.157226180103902;0.0405061811422062;3.17012998955556;11.8419332578887;227.840893162544;-0.169488925492543;9.66764477197204;3.78779029414801;8.05402490369697;169.271421287764;-2.12171407940155;-11.168809496236;-0.0709095619956202;22.2721215888953;243.204740780889;0.481530767415145;0.246956624625992;3.28288787231787;11.2901041665304;229.474910089757;0.3702178321675;9.87885503580887;3.85441117907897;7.60227537329339;167.124401964363;-1.36917018010102;-10.9969477139562;0.117847365937394;21.7842318546093;244.724507176199;-0.458441218082088;-0.292131775345066;5.31386357884128;0.990637025119781;-0.00755954962466676;0.136312646776823;-0.0108521803277496;0.990945918418456;0.133822333531948;-0.136090097523533;-0.134048647808451;0.981585679080925;0.203148351860127;-0.0786326944776352;5.43217191248436;0.991834187471653;0.00464976069437926;0.127449300853048;-0.0212319417628466;0.991409315922334;0.129061120990747;-0.125754320845945;-0.130713228205466;0.98341237675793;-1.24762822238219;0.33483744046748;79.2702817522654;-1.20600787545352;0.424738664532538;85.2334274517988;0.161;0.001;0.087;-0.006;-0.008;0.003;0.011;-0.017
4452278;R;2018-11-20_03.29.07;True;True;;68.9;PR FF;SHAMIR;125;F;1.586;8.3281;-3.6431;9.0595;-3.9805;0;10;2.4429;-12;0;0;NaN;2.45;-0.7654;-0.3925;84.722;1.039;-0.3925;84.722;NaN;NaN;NaN;0.1907;-1.0991;1.8044;-0.7439;-0.3943;82.32;0.0619;-0.7293;1.0377;-0.5976;81.509;0.2359;-0.6778;-0.376;-0.4307;69.269;0.1074;-1.148;1.68;2.453;True;-0.0165487429484679;-0.0033480514346094;359.984897250917;0.00836122173961537;-1.72948095449533E-17;0;0;True;-8.98289448854065;4.03828507931238;89.384960419093;2.98281486055627E-17;0.0446614147082314;0;41.877;0;True;0.117491123704708;-0.227723578633911;-0.362454043397518;0.0548134060405778;0.0234014407867961;-0.0236864731880034;0.0883969140038811;3.36476491506113;9.27232158909383;318.755528630191;-0.0198019447574217;9.72662950517853;3.60011826019064;7.68658415807581;25.8817420241453;2.04973266178143;-11.277523148604;0.766317878804955;18.6695691683017;299.297419260851;-0.143270816487461;0.314184392363373;3.39841846034381;9.05323110734613;319.32735203542;-0.204639731139343;9.95569383018965;3.60552312255624;7.63312726228793;27.8786284555915;2.00906904157632;-11.0413374611968;0.840059248466901;18.4486064706809;299.542812233829;0.271420182483043;-0.170378445648432;5.77331856273656;0.992841172347389;0.00274190094551045;-0.119410587767863;0.00773149562722764;0.996164539244326;0.0871575282319676;0.119191570453735;-0.0874568049458993;0.989011969999063;0.147530291226388;0.0642869321827306;5.80929225123663;0.993101224746762;0.00890584507977155;-0.116921526375159;0.000984064768356386;0.99644357719199;0.0842569230945577;0.11725608309599;-0.0837907118733672;0.989560572972034;-0.680638387740951;0.399776424367708;162.45069764686;-0.777030175519978;0.336049593507583;169.851847840854;0.075;0.005;0.063;-0.005;0.005;0.006;-0.002;0.025
